age,Auditory,Kinaesthetic,Visual,ExtrinsicMotivation,IntrinsicMotivation,SelfEfficacy,StudyTime,Conscientiousness,CAOpoints,Maths,English,Pass
19,2.5,5,7.5,7.476987797,6.851987797,5.267550132,5.200662599,5.833333333,444,36,55,Fail
19,0.625602027,6.874397973,7.5,5.469803547,6.71920152,7.707731307,7.499397973,4.896134347,486,30,81,Fail
19,2.5,5,7.5,6.875,6.25,5,5,5.833333333,435,36,40,Fail
19,2.5,5,7.5,6.875,6.25,5,5,5.833333333,435,36,40,Fail
20,0.391780999,7.108219001,7.5,4.962671498,6.25,7.941552334,7.243492752,4.779223833,494,37,80,Fail
21,2.5,5,7.5,7.143371692,6.25,5.178914461,4.463256616,5.833333333,449,48,49,Fail
20,2.5,5,7.5,6.242508233,6.871254116,5.833333333,2.281677644,5.554723137,478,18,90,Fail
20,2.5,5,7.5,6.376812522,6.25,5.221416657,3.83756255,5.722625005,448,29,54,Fail
18,2.5,5,7.5,5.378951287,6.748682904,6.994731618,3.503951287,3.173691176,446,44,35,Fail
18,2.5,5,7.5,5.416681749,6.736106084,6.944424334,3.541681749,3.240767554,446,43,36,Fail
18,2.5,5,7.5,7.332259961,7.164519922,7.438719792,5,5.528493359,451,30,73,Fail
18,1.706372749,5.793627251,7.5,6.507965936,7.103186374,8.333333333,5.992034064,5.15212425,468,27,84,Fail
36,3.929298848,6.429298848,4.641402303,8.304298848,7.321974136,6.905731798,6.429298848,6.786199232,186,16,17,Fail
21,2.68797705,5.18797705,7.1240459,7.06297705,6.390982788,5.250636067,5.18797705,5.958651367,402,34,37,Fail
19,2.5,5,7.5,6.603721812,5.978721812,5.361704251,4.819147875,5.531913124,440,43,46,Fail
19,2.5,5,7.5,6.581459881,5.956459881,6.797128942,4.54072994,4.628588823,468,63,82,Fail
19,3.151125115,3.69774977,8.151125115,7.363343836,6.575562558,5,5.651125115,6.050375038,354,27,34,Fail
19,4.185717583,1.628564835,9.185717583,8.139288187,7.092858791,5,6.685717583,6.395239194,226,13,25,Fail
28,1.158539576,6.341460424,7.5,8.079269788,7.118904682,6.727640283,6.631095318,6.504063545,215,17,40,Fail
34,0.281333115,7.218666885,7.5,7.429666721,6.25,7.218666885,7.218666885,6.942666776,49,4,5,Fail
24,2.5,5,7.5,8.916661379,7.066664552,8.266658207,8.266658207,6.649997885,151,13,14,Fail
25,1.834993025,5.665006975,7.5,8.503734307,7.167496513,9.556662017,9.501244769,6.418326359,131,7,21,Fail
21,4.627777059,0.558334412,9.813888529,5.531944265,8.563888529,6.019444804,2.918750809,3.812037157,273,4,54,Fail
19,0.244995982,7.255004018,7.5,4.558746986,6.127502009,8.333333333,7.390012054,4.705831324,490,26,79,Fail
19,1.889546479,5.610453521,7.5,5.792159859,5.30522676,8.333333333,2.456360562,5.528106573,471,20,76,Fail
19,0.399328379,7.100671621,7.5,4.874160474,5.950503716,7.934004954,7.625839526,4.317114414,486,33,80,Fail
19,4.252623874,5.373688063,5.373688063,7.564467905,7.844733953,6.915792042,5.998688063,7.418415916,524,20,65,Fail
36,4.824860289,0.350279423,9.824860289,7.587569856,8.706215072,8.933147052,9.693505505,8.933147052,202,4,54,Fail
22,4.271893917,3.228106083,7.5,9.180880656,6.78398674,6.909368694,5.455066302,8.49923609,326,35,41,Fail
19,2.5,2.5,10,9.97207315,8.1063821,7.512411933,9.925528399,8.283685599,476,55,51,Pass
19,2.5,2.5,10,9.475478715,7.775319144,7.733120571,8.601276574,7.400851049,444,57,47,Pass
19,2.5,2.5,10,10,8.125,7.5,10,8.333333333,478,55,51,Pass
19,2.5,2.5,10,9.561746674,7.832831116,7.694779256,8.831324463,7.554216309,449,57,47,Pass
19,2.5,2.5,10,10,8.125,7.5,10,8.333333333,478,55,51,Pass
24,2.5,3.338290423,9.161709577,7.297863029,7.5,6.946096808,5.419145212,6.946096808,170,1,34,Pass
21,2.5,2.5,10,6.375165925,7.458278025,6.777925267,5,6.555408067,262,6,50,Pass
19,2.5,2.5,10,9.996776376,8.124462729,7.499283639,9.995701835,8.331900612,478,54,51,Pass
20,0.14702672,5,9.85297328,8.78675668,6.91175668,7.5,5.07351336,7.5,322,51,70,Pass
19,0.655512669,4.344487331,10,9.077756335,7.202756335,7.5,6.311025339,7.718504223,378,55,68,Pass
19,0.532605543,4.467394457,10,8.616848614,6.875,7.677535181,5,6.967394457,345,56,66,Pass
29,4.347076715,0.652923285,10,8.614692464,9.510307536,7.5,10,8.333333333,308,21,22,Pass
22,3.143175459,1.856824541,10,9.517618406,8.607381594,7.5,10,8.333333333,419,43,41,Pass
30,4.614588852,0.385411148,10,8.125,9.518236065,7.628470383,9.229177703,7.819451802,264,17,15,Pass
19,3.212924536,2.5,9.287075464,10,8.303231134,7.5,9.287075464,7.85805031,466,57,55,Pass
22,4.64634238,2.85365762,7.5,9.911585595,8.57317119,7.5,7.32317119,6.78455254,373,55,54,Pass
19,3.111552871,2.5,9.388447129,10,8.277888218,7.5,9.388447129,7.925631419,468,57,54,Pass
19,2.5,2.5,10,9.35441461,8.10441461,7.78692684,8.27843896,8.005235713,247,40,19,Pass
21,2.5,2.813960136,9.686039864,9.921509966,8.593019932,7.5,9.529059796,9.321699886,166,24,10,Pass
19,2.5,2.5,10,10,8.210938116,7.5,10,8.505209565,439,51,46,Pass
19,2.5,2.586521367,9.913478633,9.978369658,8.706739316,7.5,9.870217949,9.511232194,183,26,11,Pass
20,2.5,2.980452555,9.519547445,9.759773722,8.245113139,7.179698296,8.558642334,7.532579074,449,51,53,Pass
18,2.5,2.5,10,7.517597327,3.837986635,6.713592872,5,6.214805346,341,46,45,Pass
18,2.5,2.5,10,7.505954141,3.779770703,6.682544375,5,6.238091719,341,46,46,Pass
18,2.5,2.5,10,7.624336318,4.371681591,6.998230182,5,6.001327363,343,49,43,Pass
18,4.516880942,0.483119058,10,7.620779764,7.379220236,7.661039686,7.521101178,5.672293647,390,56,53,Pass
19,4.845665937,0.308668127,9.845665937,7.615750548,7.5,7.5,8.009249452,5.936222709,374,51,54,Pass
18,4.933793669,0.066206331,10,7.516551583,7.483448417,7.522068777,8.042242086,5.811264556,397,55,57,Pass
23,2.5,3.975031421,8.524968579,8.862515711,8.350031421,8.825010474,7.950062843,7.212547132,146,26,14,Pass
27,2.5,5,7.5,9.375,8.898313618,8.742945438,9.046627235,8.432209078,0,0,0,Pass
20,2.5,2.963859098,9.536140902,9.884035226,8.356929549,7.809239399,10,8.410643183,390,44,42,Pass
19,3.972428255,3.972428255,7.05514349,7.756892936,5.770678809,7.351714497,5.736214127,4.754595291,359,48,38,Pass
23,4.157659459,5,5.842340541,8.131755406,5.842340541,6.947446847,6.25,5.566063964,240,24,27,Pass
22,4.299281085,5,5.700718915,8.025539186,5.700718915,6.900239638,6.25,5.400838734,261,26,29,Pass
19,0.128798604,7.371201396,7.5,7.596598953,7.5,8.290400465,5.657199651,4.338398138,214,17,38,Pass
20,0.319075846,7.180924154,7.5,7.739306885,7.5,8.226974718,5.704768962,4.592101128,197,16,35,Pass
21,2.5,7.5,5,9.087951664,8.006927495,8.175903327,5.895782486,7.229919439,222,46,21,Fail
20,2.5,4.512413269,7.987586731,6.25,6.753103317,5.995862244,8.781033173,5.345746603,245,27,20,Fail
19,0.076661434,7.423338566,7.5,8.673338566,7.442503924,7.423338566,7.5,6.62833595,430,62,51,Fail
23,2.5,6.166434782,6.333565218,8.666434782,9.041608695,8.221913042,6.332695649,7.194173912,166,24,27,Fail
18,2.5,5.119042939,7.380957061,7.55952147,7.232141102,7.103173823,3.095239265,3.115079755,286,54,31,Fail
19,0.810886734,5.878226532,8.310886734,6.25,6.25,4.414515645,3.75,3.333333333,409,45,38,Fail
19,0.658807102,6.841192898,7.5,8.551491122,5.625,4.386269034,3.817614204,4.496070218,260,9,55,Fail
19,2.5,4.588788993,7.911211007,8.338788993,6.25,5.970403669,5.316591745,6.466516823,432,33,58,Fail
19,6.136589859,0.68170507,8.18170507,7.613721197,6.25,7.878863286,2.840852535,2.727235023,327,44,59,Fail
22,2.5,5.712195997,6.787804003,9.106097998,8.928048999,8.212195997,6.871342995,7.260163331,249,39,16,Fail
19,2.5,3.696790196,8.803209804,6.575802451,6.276604902,5.434403268,7.5,6.068271569,321,19,31,Fail
18,2.5,2.5,10,9.405544922,7.827772461,8.770363281,6.905544922,6.839494358,207,33,25,Fail
21,4.344893007,5.655106993,5,7.693883741,7.530106993,6.925178322,4.926544231,5.982660489,214,20,42,Fail
20,2.5,4.650342212,7.849657788,7.325171106,6.787585553,7.383447404,4.825171106,6.558846651,279,17,29,Fail
19,1.162084656,5.175830688,8.662084656,7.587915344,6.584478836,6.220694885,4.753436508,4.671248677,299,49,28,Fail
21,4.718071927,3.063856146,7.218071927,7.781928073,6.602410091,6.303213455,6.672892109,4.6835348,302,48,66,Fail
22,2.5,6.036774644,6.463225356,7.439355627,7.545968305,8.049032859,8.536774644,6.799032859,127,5,20,Fail
19,2.5,3.283514058,9.216485942,6.25,6.483242971,3.283514058,4.925271087,5.988828647,300,9,46,Fail
20,2.5,2.5,10,8.034479161,6.963791664,7.618388886,7.318958322,5.950569436,396,53,28,Fail
19,2.5,3.849777628,8.650222372,6.25,6.924888814,7.116592543,7.124444071,5.357999776,251,34,25,Fail
19,7.250312513,0.249687487,7.5,9.812734385,8.593945321,8.958593761,7.5,8.583541675,503,61,78,Fail
18,0.27936537,6.94126926,7.77936537,6.805158658,6.25,6.666666667,7.080951945,5.553967963,384,56,60,Fail
18,7.327545424,4.827545424,2.844909151,9.245659068,7.370659068,4.166666667,3.254340932,7.413772712,585,82,74,Pass
19,3.158867679,2.5,9.341132321,8.420566161,7.926415402,7.235220535,8.682264643,7.477421548,533,62,69,Pass
20,2.5,5.970697586,6.529302414,6.492674397,6.632325603,6.480465058,6.735348793,5.926434138,553,76,74,Pass
21,3.175599939,4.324400061,7.5,7.043899985,7.449400061,5.382933374,5.91220003,4.121533263,560,55,73,Pass
19,5,2.5,7.5,7.5,6.238271334,6.939231704,8.125,6.522565037,524,67,69,Pass
33,0.626599832,7.5,6.873400168,9.21675021,8.59175021,7.5,7.5,5.416666667,145,21,19,Pass
36,0.590411187,6.909588813,7.5,9.704794406,8.93219161,7.106392542,7.204794406,5.515068531,67,10,8,Pass
19,1.548904697,5.951095303,7.5,7.5,6.056386913,4.741849217,7.156934564,4.236861073,555,69,61,Pass
21,2.5,5.945991086,6.554008914,7.652004457,7.027004457,7.5,7.5,6.452672609,490,65,71,Pass
21,3.220993952,4.279006048,7.5,7.944751512,7.5,7.5,7.680248488,7.083333333,466,60,69,Pass
19,6.391358348,2.5,6.108641652,6.804320826,5.972839587,6.02181113,3.260802065,4.626748594,517,67,62,Pass
19,4.542896836,5.457103164,5,7.896448418,4.717827373,6.819034388,5.967827373,5.416666667,414,37,56,Pass
19,5,4.782525589,5.217474411,8.070631397,6.929368603,7.5,9.836894192,5.181228676,477,64,63,Pass
19,7.516547631,2.5,4.983452369,6.870863092,5.92715773,7.5,6.866726184,5.825059518,507,45,71,Pass
24,0.56547701,4.717261495,9.717261495,8.054315374,8.608630747,7.5,9.787946121,8.191964081,466,73,64,Pass
28,5,2.5,7.5,8.784787241,6.481524828,8.163782529,8.42609931,7.106524828,178,26,22,Pass
19,5,4.827233402,5.172766598,7.5,6.91819165,5.948511066,5.797766598,7.083333333,503,73,69,Pass
19,4.342903108,7.5,3.157096892,7.335725777,6.25,6.885698964,4.274919561,5.416666667,494,95,62,Pass
18,5,6.89620503,3.10379497,7.5,6.174525629,6.364769182,3.351423114,5.517299162,476,98,59,Pass
19,1.299580571,6.200419429,7.5,8.425104857,7.037447571,7.5,9.512657286,8.008438191,511,46,47,Pass
19,2.570831591,2.5,9.929168409,6.892707898,5.678123693,6.690277197,8.125,4.249303522,501,55,80,Pass
19,2.5,4.630887368,7.869112632,6.875,5.891360921,7.021814561,7.858639079,4.699388509,534,66,78,Pass
19,2.012633889,5.487366111,7.5,6.753158472,7.118683056,6.158244074,3.879737708,5.503158472,513,66,65,Pass
19,5,2.5,7.5,8.411017995,7.5,6.89265467,9.491526993,6.475988003,485,53,69,Pass
19,5,2.5,7.5,8.707098077,7.5,6.695267949,9.935647115,6.278601282,467,46,69,Pass
24,2.5,5.525379184,6.974620816,7.368655204,7.237310408,7.5,4.538068777,4.429356259,442,46,52,Pass
24,2.911784908,4.588215092,7.5,7.5,7.5,7.5,4.470623589,4.647082393,428,42,49,Pass
20,2.968056882,6.563886236,5.468056882,7.5,6.484028441,8.177314373,6.093056882,7.760647706,473,73,64,Pass
20,2.592572929,7.314854142,5.092572929,8.703713536,6.898143232,8.30247569,5.717572929,7.083333333,411,73,41,Pass
20,3.597191632,5.305616736,6.097191632,8.201404184,6.326404184,6.504680613,5.350702092,6.717602789,476,77,53,Pass
20,5,0.33576326,9.66423674,9.66423674,7.248177555,7.7737279,6.08211837,4.807175507,521,13,78,Pass
19,3.387072772,4.112927228,7.5,7.096768193,7.096768193,5.887072772,9.334695421,6.545690924,501,84,69,Pass
19,2.5,3.981825837,8.518174163,8.634087081,7.129543541,6.91363764,7.93977177,6.882572568,529,63,54,Pass
19,3.266739763,4.233260237,7.5,8.799945178,7.5,7.5,9.424945178,7.083333333,564,66,73,Pass
21,1.048331076,6.451668924,7.5,8.75,6.018124153,6.841388513,7.600834462,5.591388513,395,72,32,Fail
28,4.338605794,3.161394206,7.5,8.75,7.251977173,7.389767632,5.955697103,6.139767632,66,12,5,Fail
30,4.186287581,5.813712419,5,8.343143791,9.593143791,8.06209586,8.779431372,5.823522876,385,56,56,Fail
30,4.782761667,5.217238333,5,8.641380834,9.891380834,8.260920556,9.674142501,5.525285833,480,75,65,Fail
19,0.221175603,7.278824397,7.5,8.584118298,5.790881702,6.740391868,7.903824397,5.67470487,479,85,37,Fail
24,4.529394241,2.970605759,7.5,9.31617428,5.05882572,2.892171466,3.029431479,2.774520026,134,17,24,Fail
25,4.717872109,3.064255782,7.217872109,9.163404082,5.423191836,3.064255782,2.923191836,2.970213152,98,8,24,Fail
37,0.474563382,7.5,7.025436618,7.230922536,6.993640845,5.991521127,3.125,6.983042255,94,7,16,Fail
22,2.321387026,5.178612974,7.5,5.133959731,5.714306487,5.059537658,4.285693513,5.119075316,424,42,42,Fail
20,9.056844707,2.971577647,2.971577647,8.066052794,6.367894412,4.921403726,5.683947206,6.627368529,367,27,12,Pass
19,6.416127295,4.291936352,4.291936352,7.901007956,6.697984088,4.701343941,5.848992044,6.517338637,359,27,28,Pass
29,0.639561825,6.860438175,7.5,9.520328631,8.880766806,8.740292117,9.520328631,7.596885754,109,14,18,Pass
23,1.297129065,5,8.702870935,7.5,6.550717734,5.77049458,5.554306403,4.583333333,248,38,39,Pass
20,2.5,5,7.5,7.748170117,6.001829883,5.490240625,5.487190821,5.410567058,458,66,72,Pass
22,1.386377801,5,8.613622199,5.767027749,7.22159445,7.5,7.84659445,4.8143963,0,0,0,Pass
19,2.5,5,7.5,4.867419545,7.253790227,7.5,8.125,5.218853131,56,7,9,Pass
20,2.116560527,7.116560527,5.766878945,9.087420396,7.404140132,6.794479824,7.5,5.994373685,294,31,63,Pass
20,6.35062195,1.14937805,7.5,8.606327744,7.068983231,7.5,3.793050306,5.383126017,539,55,69,Pass
22,0,6.503850161,8.496149839,7.5,7.626925081,7.5,6.372112379,6.337825188,161,27,34,Pass
19,0,7.5,7.5,7.5,8.008663996,6.879541311,5.741336004,7.267327992,282,42,59,Pass
27,4.635761937,7.5,2.864238063,8.079470242,6.920529758,7.257174624,6.25,3.932119032,25,2,5,Pass
28,4.344158367,7.172079184,3.483762449,8.043019796,6.875,7.5,6.413960408,3.859306939,0,0,0,Pass
19,0.993285012,6.506714988,7.5,8.878357494,6.755036241,8.002238329,4.734891276,4.908832513,467,60,69,Pass
19,0.223462232,7.276537768,7.5,9.263268884,7.332403326,8.258845923,3.002790022,4.010705937,487,63,69,Pass
18,4.992149463,4.171900358,5.835950179,7.083987545,5.835950179,6.940083035,4.169937724,5.972658363,336,27,69,Pass
19,4.395245849,3.104754151,7.5,6.950594269,5.302377075,4.166666667,5.151188538,5.883729513,379,35,69,Pass
19,0,7.5,7.5,8.12362636,2.510989123,8.324175731,2.508241842,5.002747281,427,64,46,Pass
22,0,6.605718813,8.394281187,7.901429703,4.064992077,8.035239604,4.288562373,4.850953136,275,41,29,Pass
23,2.845835242,3.577082379,8.577082379,8.211458811,6.875,7.025694126,6.432811784,6.006250954,231,36,39,Pass
20,0,7.5,7.5,9.061854619,7.5,7.637454708,5.729381794,5.208763588,395,42,64,Pass
21,2.945764028,3.081353959,8.972882014,7.5,7.131779497,6.130509352,4.777117986,6.495480336,336,22,58,Pass
19,1.948207134,5.551792866,7.5,7.5,6.525896433,6.764276178,9.172310701,7.548804756,476,56,73,Pass
19,1.26028369,6.23971631,7.5,7.5,6.869858155,5.84704492,4.98971631,6.039952718,377,41,77,Pass
19,2.5,5,7.5,7.657402981,6.092597019,7.5,4.851820865,6.043203974,417,55,81,Pass
19,4.291576489,4.638949007,6.069474504,7.5,6.069474504,7.027717659,6.25,4.819474504,390,38,65,Pass
21,4.447715351,2.776142324,7.776142324,7.5,6.875,7.5,9.723857676,6.807191009,277,24,46,Pass
19,3.941847407,3.558152593,7.5,8.485461852,5.625,6.538768395,7.043614445,5.465127161,323,49,52,Pass
20,2.5,5,7.5,8.125,6.610953474,2.898883788,6.153093052,4.694759719,359,33,37,Pass
21,2.342602675,5,7.657397325,8.085650669,6.875,2.033927093,5.743047994,4.192899554,319,26,27,Pass
20,2.409514218,7.409514218,5.180971564,6.295242891,6.272621446,5.893657188,3.885728673,4.18174763,405,35,66,Pass
20,2.410998212,7.410998212,5.178003575,6.294500894,6.272250447,5.892667858,3.883502682,4.181500298,405,35,66,Pass
20,4.42876423,3.07123577,7.5,9.089382115,7.55376423,8.14292141,4.26747154,7.631048782,472,34,73,Pass
21,3.97026648,3.01486676,8.01486676,8.98884993,7.86756662,8.16171108,4.02601683,7.230177654,386,22,59,Pass
21,1.751042794,5,8.248957206,8.375521397,6.875,6.916319069,7.937760698,7.501737989,360,51,52,Pass
18,1.415506435,6.084493565,7.5,7.5,6.084493565,5.110337623,5.188370174,4.834493565,332,58,49,Pass
19,2.5,5,7.5,8.541477792,7.290911169,8.610607446,6.042611039,6.111362944,379,42,50,Pass
20,6.28846445,0.807690367,7.903845183,9.596154817,8.447116113,6.801281728,3.307690367,4.233974197,310,53,62,Pass
19,3.260920506,2.60861924,9.130460253,8.72284519,6.684769873,6.884100422,5.434769873,6.793486751,237,21,57,Pass
20,2.5,7.477986346,5.022013654,9.363993173,8.102986346,5.022013654,8.125,7.492662115,305,37,69,Pass
23,1.853215721,3.793568559,9.353215721,8.42660786,7.63991179,6.882261426,6.73508821,4.691130713,365,52,51,Fail
20,1.280270478,6.219729522,7.5,8.780270478,8.170405717,8.780270478,6.844729522,4.786621587,424,64,40,Fail
18,4.769022616,5.230977384,5,4.721466076,4.03872173,5.076992461,1.029210422,4.814310717,320,74,61,Fail
21,2.5,7.5,5,7.462693964,7.537306036,6.274870691,3.675387927,4.654877867,384,77,55,Fail
19,2.5,3.465942365,9.034057635,8.409057635,5.866485591,6.988647455,3.948913548,6.761352545,344,48,36,Fail
19,5.512762342,7.5,1.987237658,6.121809414,4.871809414,5.662412553,4.449825105,3.468677127,472,32,68,Fail
45,4.634230342,5.182884829,5.182884829,6.920721207,7.987836378,7.5,7.545721207,5.386185862,32,3,3,Fail
20,2.5,5.167741316,7.332258684,5.792741316,5.708870658,3.50107465,3.250805987,4.362364869,292,65,67,Fail
20,4.391087437,6.036304188,4.572608375,7.134076047,6.615923953,7.012101396,5.197608375,5.487898604,384,35,48,Fail
19,2.5,5.918343797,6.581656203,8.520414051,7.270414051,5.306114599,5.395414051,5.765286498,395,36,38,Fail
20,4.760571053,2.739428947,7.5,3.92957171,7.440142763,5.913142982,3.364428947,6.190142763,317,19,51,Fail
20,2.5,9.689872884,2.810127116,9.219936442,7.422468221,6.718354519,9.767404663,5.85917726,268,18,52,Fail
20,2.5,5,7.5,7.671553721,7.843107442,7.5,7.046553721,5.187928372,388,38,64,Fail
18,0,7.5,7.5,6.964177604,5.714177604,4.642280554,3.83842083,4.642785069,354,100,24,Fail
20,0.239535987,7.5,7.260464013,6.429651991,6.309883997,5.833333333,5,6.329845329,327,49,30,Fail
19,0.123788118,9.876211882,5,6.936894059,6.28094703,5.833333333,3.811894059,3.915050824,388,47,35,Fail
19,2.5,9.198275844,3.301724156,7.399784481,6.25,6.800287359,5.725215519,4.500718398,359,47,62,Fail
19,4.534714112,3.430571776,7.034714112,8.125,6.875,6.511571371,7.54339264,5.726857259,420,52,60,Fail
20,3.91442445,6.41442445,4.6711511,6.875,6.603606112,7.028525183,4.481969438,4.599838142,317,30,44,Fail
39,4.267078768,3.232921232,7.5,6.875,7.133539384,6.321947488,4.924690924,5.660973744,79,3,17,Fail
20,1.19846163,6.30153837,7.5,8.17653837,6.900769185,7.5,5.599230815,5.599230815,129,4,27,Fail
20,4.787339984,5,5.212660016,8.018669992,7.393669992,5.975106678,9.681009976,7.012446661,387,17,62,Fail
20,0.102281998,7.5,7.397718002,6.926140999,5.676140999,5.833333333,7.997147503,3.886375997,347,38,51,Fail
24,4.511127882,4.492581412,5.996290706,7.5,7.753709294,7.5,5.117581412,5.751854647,470,45,55,Fail
20,0,7.5,7.5,7.5,5.256405809,6.616805163,6.800207745,5.662396128,442,45,31,Fail
20,2.5,3.571424464,8.928575536,6.875,5.892856116,5.595232619,7.321431652,4.821424464,314,9,54,Fail
19,4.343901148,5,5.656098852,7.796950574,6.710975287,5.656098852,7.171950574,5.328049426,412,16,74,Fail
18,0.849857439,7.5,6.650142561,6.887393079,6.875,6.383380854,5,5.433190773,331,34,38,Fail
19,0,7.5,7.5,9.011035749,6.753678583,6.828428556,7.621321417,5.671571444,330,23,48,Fail
19,2.5,3.359383106,9.140616894,5.537114441,5.322268665,5.833333333,5.517577112,5.703127702,368,22,69,Fail
20,1.86607551,5.63392449,7.5,6.566962245,7.649556633,6.25594966,7.658481122,5.311012585,446,25,68,Fail
20,1.444408596,7.5,6.055591404,7.5,5.527795702,6.537060936,6.319489256,4.037060936,376,24,31,Fail
19,4.229425848,4.041148304,6.729425848,9.422069386,6.442643538,5.256858051,3.702930614,3.048006355,391,50,69,Fail
19,2.5,5.762156655,6.737843345,7.256078327,8.178382509,7.571176678,8.47568669,6.504052218,331,38,50,Fail
20,2.5,8.440995455,4.059004545,8.165373296,6.680124432,8.646998485,5.389751136,5.389751136,283,4,65,Fail
19,0.313408106,9.373183787,5.313408106,7.421647973,5.156704053,7.5,7.343295947,5.885568018,338,65,52,Fail
18,4.210769467,6.710769467,4.078461066,6.875,7.105384734,7.5,7.105384734,6.535128245,323,28,65,Fail
21,2.5,5.2763129,7.2236871,6.457234675,5.207234675,5.0921043,7.2236871,5.971489783,300,25,46,Fail
19,0.135233058,7.364766942,7.5,7.466191736,6.841191736,7.5,3.885233058,6.644127824,282,26,63,Fail
18,2.5,5.371586282,7.128413718,6.528689711,5.278689711,5.833333333,3.935793141,3.890712756,332,59,55,Fail
24,2.5,5,7.5,7.262096152,7.411288456,6.983871797,6.25,7.282256405,102,3,22,Fail
19,2.5,5.032192267,7.467807733,9.9758558,8.7258558,5.833333333,2.532192267,7.494634622,283,28,57,Fail
20,4.047405528,1.428891708,9.523702764,7.5,7.261851382,7.5,7.619074309,7.698270352,283,10,30,Fail
20,2.5,7.5,5,9.946135046,8.089090031,7.452120041,9.856360124,6.678636656,389,20,46,Fail
23,4.416379262,0.583620738,10,7.687284447,7.020905184,7.110919508,6.624568893,4.388793087,211,56,22,Pass
22,3.865090433,2.269819134,8.865090433,7.557545216,6.591272608,6.743393622,5.797635649,4.772484928,371,64,60,Pass
20,2.5,5,7.5,6.875,6.665031994,6.386709326,5.410127977,5.276687996,461,24,86,Pass
22,2.5,4.093550796,8.406449204,6.648387699,7.101612301,6.364516932,5.343550796,4.812367197,286,6,51,Pass
20,4.26907852,3.96184296,6.76907852,8.38453926,7.05773037,6.76907852,6.35592148,5.2242321,325,38,42,Pass
21,4.32556666,3.848866679,6.82556666,7.5,6.58721667,5.60852222,7.668608335,7.09687221,125,17,20,Pass
24,3.796681314,2.5,8.703318686,6.898340657,6.851659343,5.833333333,5.695021971,6.127249076,0,0,0,Pass
19,4.727961935,5.272038065,5,6.943009516,6.943009516,6.485307957,5.340047581,5.235307957,419,47,64,Pass
18,4.640409579,2.859590421,7.5,8.480307184,6.785102395,5.833333333,7.495716762,7.853879438,504,55,78,Pass
21,2.5,2.5,10,9.158276594,8.081655319,8.159954609,2.586689362,5.688851063,297,2,59,Pass
19,4.599810421,0.800379157,9.599810421,7.924905211,7.299905211,6.53327014,5.849810421,7.449778825,479,39,83,Pass
22,4.021880816,0.978119184,10,7.391410612,7.5,6.340626939,5.271880816,6.286468027,291,22,49,Pass
21,2.5,5,7.5,6.875,7.108065693,6.405377129,6.32419708,7.57419708,426,30,66,Pass
21,2.5,4.155801242,8.344198758,7.077900621,7.08604969,6.937200828,7.889503105,4.301933747,288,36,49,Pass
19,2.5,5,7.5,9.250734167,8.625734167,6.625244722,5.531800625,6.187867083,486,63,65,Pass
25,0.309022483,6.881955033,7.809022483,7.893233137,9.143233137,7.293985011,5.940977517,7.401629194,279,2,30,Pass
19,2.5,2.5,10,8.285621397,5.464378603,5.154792868,4.767810699,6.12489163,413,44,70,Pass
35,0.408152593,7.5,7.091847407,9.068885555,7.5,7.091847407,6.033152593,6.88777111,76,10,12,Pass
19,0.308342756,7.5,7.191657244,6.404171378,5.856257067,7.922209658,9.768742933,4.115276207,489,72,54,Pass
20,0.933450063,6.566549937,7.5,6.483362516,5.858362516,7.39988327,7.666374843,4.477816688,490,66,69,Pass
19,0.541049537,7.5,6.958950463,6.520524769,6.030787153,7.61193395,9.594212847,4.076491744,486,71,56,Pass
23,0.199538578,5,9.800461422,9.750576778,9.125576778,8.133794756,7.200692134,7.683871659,135,63,29,Pass
22,2.5,3.333165825,9.166834175,6.875,7.083417087,5.833333333,5.416834175,5,423,48,74,Pass
20,2.5,4.304367722,8.195632278,8.505459652,7.95109193,7.036245148,8.260919304,7.358735444,377,52,54,Pass
18,2.5,5.053622741,7.446377259,9.334782944,8.111594315,7.446377259,9.959782944,8.642754519,520,73,74,Pass
19,2.5,5,7.5,8.513114728,7.478586046,6.925409818,7.845286819,7.457172092,509,66,82,Pass
19,2.5,6.847463186,5.652536814,7.798731593,7.173731593,7.064975457,5.597463186,6.231642124,486,34,84,Pass
21,2.5,4.674372029,7.825627971,8.424372029,7.5,8.732496038,7.55515105,7.736348719,416,32,70,Pass
20,2.5,5,7.5,8.485096485,7.323397656,8.695727084,7.506891798,7.86239375,479,39,82,Pass
22,6.135242674,1.364757326,7.5,8.238216003,8.522026672,7.045080891,6.93083734,7.726432006,406,68,60,Pass
21,5.477015091,3.034477364,6.488507545,8.244253773,8.616380659,6.488507545,8.125,6.727015091,412,69,57,Pass
21,5.624906902,2.812639648,6.562453451,8.281226725,8.671840088,6.562453451,8.125,6.874906902,409,69,56,Pass
25,2.5,6.036306242,6.463693758,8.231846879,7.86592344,5.487897919,8.125,6.189489597,358,48,54,Pass
29,2.5,5,7.5,8.49579393,7.87079393,5.833333333,7.531852504,7.521235003,310,39,48,Pass
23,2.5,5,7.5,7.395554213,7.811662639,7.221477902,4.270554213,6.041108426,449,39,92,Pass
24,2.5,4.924812692,7.575187308,7.462406346,8.106203173,7.449875128,4.356203173,6.174812692,429,35,89,Pass
23,2.5,5,7.5,7.268845717,7.431537152,6.88358858,4.143845717,5.787691435,458,43,94,Pass
